date, pm25, pm10, o3, no2, so2, co
2019/5/9, 127, 48, 17, 20, 4, 7
2019/5/10, 81, 47, 24, 26, 2, 11
2019/5/11, 91, 44, 22, 23, 2, 10
2019/5/12, 74, 30, 18, 15, 1, 7
2019/5/13, 66, 28, 33, 23, 1, 7
2019/5/14, 57, 33, 20, 19, 1, 7
2019/5/15, 70, 18, 16, 13, , 5
2019/5/16, 28, 16, 13, 16, 1, 6
2019/5/17, 32, 24, 9, 20, 1, 8
2019/5/18, 44, 28, 7, 22, 1, 11
2019/5/19, 64, 25, 18, 14, , 7
2019/5/20, 52, 35, 10, 22, 1, 8
2019/5/21, 74, 46, 24, 29, 1, 10
2019/5/22, 101, 51, 26, 32, 2, 10
2019/5/23, 106, 52, 26, 34, 1, 9
2019/5/24, 98, 39, 13, 21, 1, 6
2019/5/25, 76, 13, 13, 10, 1, 3
2019/5/26, 35, 30, 27, 13, 1, 5
2019/5/27, 53, 43, 21, 29, 1, 10
2019/5/28, 84, 48, 23, 27, 1, 8
2019/5/29, 84, 50, 15, 20, , 7
2019/5/30, 58, 32, 17, 23, 1, 8
2019/5/31, 67, 37, 21, 23, 1, 11
2019/6/1, 78, 38, 11, 22, , 9
2019/6/2, 64, 25, 6, 15, , 9
2019/6/3, 49, 20, 7, 18, 1, 7
2019/6/4, 47, 16, 20, 13, , 4
2019/6/5, 28, 29, 14, 19, 1, 7
2019/6/6, 51, 32, 16, 22, 1, 10
2019/6/7, 60, 46, 24, 25, 1, 11
2019/6/8, 88, 49, 23, 22, 1, 13
2019/6/9, 94, 44, 30, 17, 1, 9
2019/6/10, 97, 46, 22, 30, 1, 10
2019/6/11, 83, 53, 21, 31, 1, 11
2019/6/12, 105, 63, 21, 29, 2, 15
2019/6/13, 159, 60, 19, 24, 2, 13
2019/6/15, 116, 56, 20, 26, 1, 12
2019/6/16, 114, 47, 29, 19, 1, 8
2019/6/17, 104, 49, 30, 27, 1, 9
2019/6/18, 99, 51, 19, 31, 2, 11
2019/6/19, 91, 65, 18, 29, 2, 14
2019/6/20, 126, 49, 22, 16, 1, 6
2019/6/21, 85, 31, 20, 19, 1, 6
2019/6/22, 55, 39, 24, 19, 1, 6
2019/6/23, 70, 50, 27, 20, 1, 9
2019/6/24, 108, 56, 20, 28, 2, 10
2019/6/25, 103, 58, 20, 25, 1, 9
2019/6/26, 83, 61, 22, 22, 1, 10
2019/6/27, 95, 40, 14, 20, , 6
2019/6/28, 53, 52, 27, 28, 1, 9
2019/6/29, 82, 55, 21, 21, 1, 11
2019/6/30, 95, 45, 23, 17, 1, 8
2019/7/1, 88, 58, 22, 24, 2, 10
2019/1/2, 72, 23, 8, 9, , 4
2019/1/3, 53, 28, 9, 14, , 4
2019/1/4, 48, 30, 3, 17, , 7
2019/1/5, 45, 16, 2, 2, , 5
2019/1/6, 36, 21, 6, 11, , 4
2019/1/7, 32, 24, 12, 19, 1, 6
2019/1/8, 50, 24, 28, 23, 1, 6
2019/1/9, 60, 35, 93, 25, 1, 7
2019/1/10, 71, 32, 27, 21, 1, 6
2019/1/11, 69, 32, 37, 28, 1, 7
2019/1/12, 60, 37, 33, 17, , 5
2019/1/13, 54, 30, 34, 11, , 4
2019/1/14, 60, 30, 37, 22, 1, 6
2019/1/15, 61, 31, 36, 21, 1, 5
2019/1/16, 64, 38, 36, 25, 1, 7
2019/1/17, 61, 29, 40, 24, , 6
2019/1/18, 54, 31, 42, 25, , 7
2019/1/19, 52, 26, 39, 19, , 6
2019/1/20, 51, 38, 37, 10, , 4
2019/1/21, 39, 21, 31, 12, , 6
2019/1/22, 51, 43, 56, 25, 1, 8
2019/1/23, 76, 30, 57, 12, , 7
2019/1/24, 62, 35, 48, 27, 1, 9
2019/1/25, 78, 21, 24, 18, , 7
2019/1/26, 47, 26, 32, 22, , 7
2019/1/27, 47, 24, 23, 15, 1, 5
2019/1/28, 44, 34, 37, 20, 1, 7
2019/1/29, 64, 36, 37, 25, 1, 7
2019/1/30, 77, 46, 37, 31, 1, 11
2019/1/31, 87, 46, 73, 34, 1, 11
2019/2/1, 98, 53, 65, 36, 2, 10
2019/2/2, 100, 38, 60, 21, 1, 6
2019/2/3, 84, 19, 35, 8, , 3
2019/2/4, 46, 14, 15, 10, , 5
2019/2/5, 30, 26, 14, 14, 1, 6
2019/2/6, 47, 22, 7, 20, 1, 10
2019/2/7, 47, 25, 33, 20, 1, 7
2019/2/8, 57, 37, 34, 24, 1, 8
2019/2/9, 70, 35, 43, 20, 1, 6
2019/2/10, 64, 30, 35, 16, 1, 5
2019/2/11, 58, 36, 27, 21, 1, 6
2019/2/12, 65, 32, 21, 15, , 5
2019/2/13, 48, 20, 18, 14, , 5
2019/2/14, 41, 27, 20, 17, 1, 6
2019/2/15, 50, 47, 5, 24, 1, 11
2019/2/16, 69, 19, 10, 15, , 7
2019/2/17, 34, 17, 12, 13, , 6
2019/2/18, 39, 33, 18, 20, 1, 8
2019/2/19, 69, 27, 23, 17, , 6
2019/2/20, 64, 28, 21, 17, , 6
2019/2/21, 55, 32, 16, 21, 1, 8
2019/2/22, 47, 32, 23, 23, 1, 9
2019/2/23, 65, 28, 26, 18, , 6
2019/2/24, 50, 26, 24, 12, 1, 4
2019/2/25, 52, 32, 22, 18, 1, 6
2019/2/26, 58, 24, 16, 24, 1, 9
2019/2/27, 40, 23, 22, 19, 1, 6
2019/2/28, 53, , , , , 
2019/3/4, 39, 20, 23, 15, , 5
2019/3/5, 42, 30, 26, 14, , 5
2019/3/6, 52, 31, 27, 22, 1, 8
2019/3/7, 65, 38, 18, 22, 1, 10
2019/3/8, 53, 37, 23, 21, 1, 8
2019/3/12, 38, 28, 34, 25, 1, 8
2019/3/13, 57, 32, 24, 20, 1, 7
2019/3/14, 68, 30, 19, 18, 1, 6
2019/3/15, 60, 27, 17, 18, 1, 7
2019/3/16, 52, 23, 30, 17, 1, 7
2019/3/17, 48, 23, 27, 15, 1, 6
2019/3/18, 49, 27, 22, 21, 1, 8
2019/3/19, 71, 29, 20, 15, 2, 6
2019/3/20, 56, 20, 22, 15, 1, 6
2019/3/21, 50, 15, 12, 15, 1, 7
2019/3/22, 34, 23, 12, 17, 1, 7
2019/3/23, 46, 24, 29, 15, 1, 5
2019/3/24, 50, 29, 37, 16, 2, 6
2019/3/25, 59, 36, 35, 25, 2, 9
2019/3/26, 87, 46, 52, 24, 2, 8
2019/3/27, 92, 34, 41, 23, 2, 6
2019/3/28, 70, 29, 13, 18, 2, 7
2019/3/29, 50, 23, 17, 16, 1, 6
2019/3/30, 51, 26, 40, 16, 1, 5
2019/3/31, 48, 24, 36, 12, 1, 4
2019/4/1, 49, 30, 40, 20, 2, 6
2018/10/2, 67, 38, 41, 28, 1, 8
2018/10/3, 78, 44, 38, 28, 1, 9
2018/10/4, 81, 15, 19, 14, , 4
2018/10/5, 35, 15, 17, 17, 1, 6
2018/10/6, 34, 23, 17, 18, 1, 7
2018/10/7, 44, 29, 15, 18, 1, 7
2018/10/8, 62, 33, 11, 24, 1, 10
2018/10/9, 61, 31, 31, 25, , 8
2018/10/10, 60, 27, 25, 19, , 7
2018/10/11, 57, 13, 14, 16, , 6
2018/10/12, 25, 22, 33, 14, , 4
2018/10/13, 43, 33, 32, 18, , 6
2018/10/14, 67, 12, 15, 9, , 4
2018/10/15, 28, 31, 9, 17, , 6
2018/10/16, 51, , , , , 
2018/10/18, 63, 29, 35, 22, , 7
2018/10/19, 49, 15, 20, 12, , 4
2018/10/20, 27, 17, 29, 12, 1, 4
2018/10/21, 37, 19, 27, 9, , 3
2018/10/22, 39, 30, 34, 18, , 5
2018/10/23, 58, 40, 32, 22, 1, 6
2018/10/24, 77, 22, 20, 20, , 7
2018/10/25, 51, 34, 12, 27, 1, 9
2018/10/26, 63, 39, 20, 28, 1, 9
2018/10/27, 83, 31, 18, 12, , 5
2018/10/28, 41, 12, 22, 8, , 3
2018/10/29, 26, 26, 21, 17, , 5
2018/10/30, 52, 34, 53, 22, 1, 6
2018/10/31, 68, 45, 32, , 1, 6
2018/11/1, 75, 31, 25, , 1, 7
2018/11/2, 59, 37, 51, , 1, 5
2018/11/4, 9, 16, 19, 9, , 3
2018/11/7, 9, 24, 19, 16, , 5
2018/11/10, 50, 27, 16, 16, , 6
2018/11/11, 46, 28, 23, 13, , 5
2018/11/12, 64, 33, 34, 19, , 6
2018/11/13, 73, 35, 33, 21, , 6
2018/11/14, 70, 47, 25, 23, 1, 6
2018/11/15, 80, 35, 21, 15, , 4
2018/11/16, 57, 19, 27, 15, , 4
2018/11/17, 53, 35, 38, 17, , 4
2018/11/18, 57, 37, 22, 11, , 4
2018/11/19, 59, 13, 16, 14, , 4
2018/11/20, 26, 23, 15, 14, 1, 5
2018/11/21, 49, 30, 13, 18, 1, 6
2018/11/22, 59, 34, 30, 20, 1, 7
2018/11/23, 67, 33, 23, 19, , 7
2018/11/24, 60, 25, 16, 12, , 4
2018/11/25, 37, 16, 21, 10, , 3
2018/11/26, 31, 16, 25, 15, 1, 4
2018/11/27, 34, 34, 35, 15, 1, 5
2018/11/28, 56, 34, 45, 19, 1, 5
2018/11/29, 62, 34, 31, 16, , 6
2018/11/30, 61, 39, 44, 27, , 9
2018/12/1, 64, 23, 18, 17, , 6
2018/12/2, 40, 15, 25, 10, , 
2018/12/3, 51, 20, 21, 15, , 6
2018/12/4, 35, 31, 32, 22, 1, 6
2018/12/5, 63, 40, 27, 25, 2, 7
2018/12/6, 80, 43, 60, 23, 1, 5
2018/12/11, 65, 45, 44, 25, 1, 6
2018/12/12, 79, 38, 40, 25, 1, 6
2018/12/13, 69, 49, 37, 33, 1, 8
2018/12/14, 96, 37, 49, 28, 1, 8
2018/12/15, 74, 44, 42, 29, 1, 7
2018/12/16, 84, 48, 55, 17, , 5
2018/12/17, 76, 37, 53, 36, , 7
2018/12/18, 98, 37, 39, 23, , 6
2018/12/19, 57, 34, 40, 23, , 8
2018/12/20, 74, 30, 52, 28, 1, 7
2018/12/21, 64, 34, 42, 27, , 7
2018/12/22, 62, 29, 32, 19, , 5
2018/12/23, 42, 32, 28, 12, , 4
2018/12/24, 41, 15, 28, 2, , 4
2018/12/25, 45, 21, 23, 9, , 3
2018/12/26, 44, 24, 50, 16, 2, 4
2018/12/27, 53, 32, 46, 16, 1, 4
2018/12/28, 57, 35, 25, 20, , 6
2018/12/29, 60, 30, 38, 19, , 5
2018/12/30, 65, 29, 30, 11, , 3
2018/12/31, 59, , , , , 
2018/7/2, 118, 63, , 31, 2, 13
2018/7/3, 123, 50, , 23, 2, 8
2018/7/4, 97, 41, , 25, 2, 8
2018/7/5, 70, 65, , 38, 1, 15
2018/7/6, 118, 71, , 34, 2, 15
2018/7/7, 133, 56, , 29, 2, 11
2018/7/8, 116, 62, , 20, 2, 8
2018/7/9, 127, , , , , 
2018/7/11, 236, 22, , 12, , 5
2018/7/12, 47, 38, , 35, 2, 7
2018/7/13, 69, 51, , 33, 2, 10
2018/7/14, 108, 63, , 36, 2, 14
2018/7/15, 135, 64, , 25, 1, 14
2018/7/16, 135, 82, , 39, 4, 18
2018/7/17, 148, 66, , 41, 2, 13
2018/7/18, 127, 65, , 33, 2, 14
2018/7/19, 123, 68, , 49, 2, 15
2018/7/20, 127, 72, , 35, 2, 16
2018/7/21, 130, 60, , 23, 2, 9
2018/7/22, 105, 21, , 14, 1, 4
2018/7/23, 45, 41, , 33, 1, 11
2018/7/24, 82, 41, , 21, 1, 8
2018/7/25, 87, 35, , 25, 1, 7
2018/7/26, 70, 41, , 27, 1, 8
2018/7/27, 79, 54, , 31, 1, 13
2018/7/28, 113, 65, , 29, 2, 13
2018/7/29, 126, 74, , 24, 2, 13
2018/7/30, 134, 61, , 24, 1, 11
2018/7/31, 119, 22, , 17, , 6
2018/8/1, 47, 17, , 18, 1, 6
2018/8/2, 36, 28, , 20, 1, 8
2018/8/3, 55, 32, , 23, 1, 11
2018/8/4, 67, 26, , 19, , 8
2018/8/5, 59, 21, , 14, 1, 6
2018/8/6, 51, 30, , 28, 1, 11
2018/8/7, 71, 29, , 22, , 8
2018/8/8, 62, 38, , 27, 1, 9
2018/8/9, 71, 27, , 15, , 5
2018/8/10, 45, 26, , 17, 1, 5
2018/8/11, 43, 26, , 19, 1, 6
2018/8/12, 58, 21, , 14, , 5
2018/8/13, 41, 29, , 22, 1, 6
2018/8/14, 57, 39, , 27, 1, 8
2018/8/15, 75, 30, , 23, 1, 7
2018/8/16, 69, 24, , 17, , 6
2018/8/17, 43, 22, , 17, , 6
2018/8/18, 40, 27, 16, 19, 1, 6
2018/8/19, 56, 29, 30, 18, 1, 6
2018/8/20, 65, 49, 38, 32, 2, 12
2018/8/21, 92, 49, 33, 25, 1, 9
2018/8/22, 93, 43, 31, 28, 1, 7
2018/8/23, 89, 59, 36, 33, 1, 10
2018/8/24, 115, 63, 34, 31, 1, 10
2018/8/25, 115, 31, 20, 16, 1, 6
2018/8/26, 56, 10, 19, 9, , 4
2018/8/27, 21, 22, 17, 18, 1, 6
2018/8/28, 43, 34, 28, 22, 1, 6
2018/8/29, 61, 38, 31, 30, 2, 9
2018/8/30, 76, 53, 26, 27, 3, 11
2018/8/31, 89, 65, 30, 31, 3, 14
2018/9/1, 115, 62, 38, 24, 2, 10
2018/9/2, 129, 40, 31, 18, 1, 6
2018/9/3, 87, 31, 21, 18, , 5
2018/9/4, 55, 16, 13, 12, , 4
2018/9/5, 36, 21, 19, 15, , 5
2018/9/6, 33, 33, 23, 22, 2, 7
2018/9/7, 61, 35, 52, 14, 1, 5
2018/9/8, 68, 44, 51, 21, 2, 8
2018/9/9, 92, 34, 55, 16, 1, 4
2018/9/10, 84, 35, 39, 21, 1, 6
2018/9/11, 70, 32, 32, 19, 1, 5
2018/9/12, 64, 30, 27, 17, 1, 5
2018/9/13, 57, 37, 37, 21, 1, 6
2018/9/14, 74, 38, 13, 23, 1, 10
2018/9/15, 78, 28, 23, 16, 1, 6
2018/9/16, 62, 11, 26, 9, , 3
2018/9/17, 25, 28, 16, 21, 1, 7
2018/9/18, 49, 29, 22, 17, 1, 5
2018/9/19, 55, 30, 26, 24, 1, 7
2018/9/20, 59, 32, 19, 28, 1, 8
2018/9/21, 54, 29, 28, 24, , 8
2018/9/22, 65, 34, 60, 29, 2, 9
2018/9/23, 83, 27, 41, 18, 1, 6
2018/9/24, 64, 47, 47, 29, 1, 8
2018/9/25, 95, 42, 47, 24, 1, 7
2018/9/26, 93, 45, 37, 27, 1, 8
2018/9/27, 89, 42, 27, 30, 1, 9
2018/9/28, 88, 26, 22, , , 8
2018/9/29, 67, 33, 38, , , 7
2018/9/30, 63, 32, 32, , 1, 8
2018/10/1, 71, 36, 23, 34, 1, 11
2018/4/2, 48, 24, , 15, , 6
2018/4/3, 54, 27, , 17, , 7
2018/4/4, 56, 20, , 19, , 6
2018/4/5, 48, 31, , 24, , 7
2018/4/6, 68, 28, , 22, , 7
2018/4/7, 70, 28, , 19, , 7
2018/4/8, 60, 22, , 14, , 5
2018/4/9, 57, 27, , 20, , 6
2018/4/10, 57, 29, , 22, , 6
2018/4/11, 62, 29, , 22, , 7
2018/4/12, 67, 35, , 28, , 8
2018/4/13, 80, 35, , 24, , 7
2018/4/14, 73, 23, , 15, , 5
2018/4/15, 45, 14, , 11, , 4
2018/4/16, 27, 15, , 15, , 5
2018/4/17, 29, 22, , 18, , 6
2018/4/18, 47, 29, , 23, , 7
2018/4/19, 62, 34, , 22, , 9
2018/4/20, 70, 33, , 19, , 9
2018/4/21, 83, 40, , 19, , 8
2018/4/22, 87, 30, , 17, , 5
2018/4/23, 69, 36, , 26, , 8
2018/4/24, 85, 36, , 25, , 8
2018/4/25, 89, 37, , 26, , 7
2018/4/26, 83, 41, , 28, , 9
2018/4/27, 94, 39, , 24, , 7
2018/4/28, 78, 35, , 24, , 7
2018/4/29, 77, 29, , 16, , 5
2018/4/30, 68, 40, , 24, , 9
2018/5/1, 93, 42, , 14, , 6
2018/5/2, 87, 35, , 25, , 8
2018/5/3, 78, 38, , 23, , 7
2018/5/4, 71, 43, , 26, , 9
2018/5/5, 90, , , , , 
2018/5/8, 55, 22, , 17, 1, 7
2018/5/9, 45, 27, , 21, 1, 7
2018/5/10, 58, 37, , 26, 1, 10
2018/5/11, 71, 55, , 25, 1, 11
2018/5/12, 102, 45, , 20, 1, 8
2018/5/13, 75, 21, , 12, 1, 4
2018/5/14, 44, 35, , 20, 1, 6
2018/5/15, 60, 39, , 21, 1, 8
2018/5/16, 74, 40, , 18, 1, 6
2018/5/17, 73, 39, , 21, 1, 8
2018/5/18, 64, 50, , 22, 1, 9
2018/5/19, 84, 26, , 10, , 4
2018/5/20, 44, 16, , 8, 1, 3
2018/5/21, 46, 35, , 24, 2, 9
2018/5/22, 83, 49, , 30, 2, 10
2018/5/23, 107, 48, , 27, 1, 10
2018/5/24, 111, 37, , 24, 1, 8
2018/5/25, 77, 43, , 21, 1, 6
2018/5/26, 76, 30, , 15, , 4
2018/5/27, 73, 29, , 12, , 4
2018/5/28, 74, 32, , 17, 1, 5
2018/5/29, 67, 34, , 21, 1, 6
2018/5/30, 69, 36, , 25, 1, 8
2018/5/31, 74, 41, , 18, 1, 6
2018/6/1, 97, 51, , 24, 1, 10
2018/6/2, 113, 57, , 27, 1, 8
2018/6/3, 102, 29, , 11, , 6
2018/6/4, 65, 24, , 19, 1, 7
2018/6/5, 46, 46, , 26, 2, 11
2018/6/6, 93, 43, , 18, 1, 10
2018/6/7, 82, 47, , 21, 1, 9
2018/6/8, 92, 28, , 17, 1, 8
2018/6/9, 55, 43, , 26, 1, 12
2018/6/10, 91, 43, , 18, 1, 13
2018/6/11, 88, 52, , 25, 1, 17
2018/6/12, 103, 47, , 24, 1, 9
2018/6/13, 80, 36, , 18, , 7
2018/6/14, 65, 9, , 16, , 6
2018/6/15, 26, 22, , 21, , 7
2018/6/16, 43, 13, , 15, , 6
2018/6/17, 30, 18, , 13, , 5
2018/6/18, 39, 28, , 22, 1, 7
2018/6/19, 60, 31, , 21, 1, 7
2018/6/20, 64, 41, , 26, 2, 11
2018/6/21, 82, 57, , 25, 2, 13
2018/6/22, 109, 49, , 25, 2, 11
2018/6/23, 100, 57, , 28, 2, 16
2018/6/24, 119, 58, , 18, 1, 12
2018/6/25, 118, 48, , 29, 2, 12
2018/6/26, 94, 71, , 34, 2, 15
2018/6/27, 126, 62, , 29, 2, 13
2018/6/28, 131, 60, , 43, 2, 17
2018/6/29, 123, 62, , 32, 3, 16
2018/6/30, 124, 57, , 28, 1, 12
2018/7/1, 114, 48, , 26, 1, 9
2018/1/2, 52, 16, , 11, , 4
2018/1/3, 31, 41, , 10, , 4
2018/1/4, 14, 27, , 18, 1, 5
2018/1/6, 71, 27, , 19, 1, 6
2018/1/7, 57, 17, , 16, , 5
2018/1/8, 42, 19, , 20, , 7
2018/1/9, 43, 26, , 25, 1, 8
2018/1/10, 58, 32, , 23, 1, 7
2018/1/11, 60, 28, , 18, 1, 7
2018/1/12, 64, 24, , 18, 1, 6
2018/1/13, 48, 21, , 15, , 5
2018/1/14, 40, 21, , 11, , 4
2018/1/15, 36, 22, , 16, , 5
2018/1/16, 41, 23, , 18, , 5
2018/1/17, 48, 32, , 30, 1, 9
2018/1/18, 63, 38, , 24, 1, 8
2018/1/19, 86, 27, , 21, 1, 7
2018/1/20, 56, 27, , 25, 1, 8
2018/1/21, 64, 23, , 20, 1, 6
2018/1/22, 52, 28, , 27, , 8
2018/1/23, 65, 30, , 24, , 7
2018/1/24, 63, 35, , 26, , 8
2018/1/25, 59, 24, , 16, , 6
2018/1/26, 52, 25, , 12, , 3
2018/1/27, 50, , , , , 
2018/1/30, 58, 19, , 14, , 5
2018/1/31, 33, 38, , 13, , 6
2018/2/1, 70, 22, , 12, , 5
2018/2/2, 34, 29, , 18, , 6
2018/2/3, 45, 17, , 10, , 5
2018/2/4, 33, 20, , 9, , 4
2018/2/5, 39, 22, , 11, , 5
2018/2/6, 40, 18, , 14, , 5
2018/2/7, 39, 22, , 12, , 5
2018/2/8, 47, 37, , 25, , 8
2018/2/9, 81, 41, , 27, , 9
2018/2/10, 85, 37, , 20, , 7
2018/2/11, 63, 25, , 12, , 5
2018/2/12, 50, 26, , 10, , 4
2018/2/13, 44, 13, , 5, , 2
2018/2/14, 14, , , 11, , 5
2018/2/15, 28, 18, , 12, , 5
2018/2/16, 32, 18, , 11, , 5
2018/2/17, 34, 19, , 12, , 5
2018/2/18, 35, 18, , 11, , 5
2018/2/19, 33, 35, , 22, , 8
2018/2/20, 60, 29, , 14, , 5
2018/2/21, 47, 18, , 13, , 5
2018/2/22, 43, 36, , 17, , 8
2018/2/23, 72, 17, , 14, , 6
2018/2/24, 40, 23, , 16, , 6
2018/2/25, 52, 20, , 12, , 4
2018/2/26, 42, 32, , 22, , 8
2018/2/27, 62, 26, , 19, , 7
2018/2/28, 60, 28, , 21, , 7
2018/3/1, 71, 38, , 25, , 7
2018/3/2, 77, 36, , 22, , 7
2018/3/3, 79, 19, , 16, , 6
2018/3/4, 45, 25, , 14, , 6
2018/3/5, 50, 34, , 21, , 10
2018/3/6, 67, 40, , 26, , 10
2018/3/7, 80, 26, , 20, , 7
2018/3/8, 60, 16, , 16, , 6
2018/3/9, 37, 22, , 21, , 7
2018/3/10, 54, 24, , 20, , 8
2018/3/11, 59, 33, , 17, , 6
2018/3/12, 51, 65, , 20, , 8
2018/3/13, 78, 22, , 20, , 7
2018/3/14, 51, 31, , 21, , 7
2018/3/15, 75, 26, , 22, , 6
2018/3/16, 43, 25, , 19, , 6
2018/3/17, 55, 26, , 21, , 7
2018/3/18, 64, 31, , 15, , 5
2018/3/19, 54, 37, , 25, , 9
2018/3/20, 84, 35, , 24, , 7
2018/3/21, 69, 20, , 17, , 5
2018/3/22, 42, 21, , 18, , 6
2018/3/23, 51, 31, , 20, , 7
2018/3/24, 64, 27, , 19, , 7
2018/3/25, 61, 25, , 13, , 6
2018/3/26, 50, 32, , 16, , 7
2018/3/27, 67, 26, , 22, , 7
2018/3/28, 50, 31, , 32, , 10
2018/3/29, 65, 38, , 32, , 10
2018/3/30, 81, 23, , 19, , 5
2018/3/31, 54, 26, , 19, , 7
2018/4/1, 57, 22, , 11, , 4
2017/10/2, 74, 22, , 16, 1, 7
2017/10/3, 68, 23, , 21, , 6
2017/10/4, 38, 31, , 27, 2, 7
2017/10/10, 54, 38, , 32, 1, 9
2017/10/11, 77, 51, , 34, 2, 9
2017/10/12, 102, 58, , 16, , 1
2017/10/13, 13, , , , , 
2017/10/15, 19, 10, , 9, , 3
2017/10/16, 16, 22, , 15, 1, 5
2017/10/17, 31, 35, , 13, 1, 6
2017/10/18, 89, 47, , 11, 1, 7
2017/10/19, 64, 50, , , 1, 7
2017/11/9, 68, 36, , 23, , 7
2017/11/10, 72, 32, , 20, , 8
2017/11/11, 66, 12, , 16, 1, 6
2017/11/12, 24, 26, , 17, 1, 7
2017/11/13, 56, 34, , 19, 1, 6
2017/11/14, 64, 33, , 28, 2, 8
2017/11/15, 65, 34, , 22, 1, 5
2017/11/16, 67, 42, , 27, 1, 6
2017/11/17, 73, 39, , 28, 1, 8
2017/11/18, 70, 27, , 21, , 6
2017/11/19, 46, 19, , 12, , 4
2017/11/20, 34, 17, , 18, , 6
2017/11/21, 32, 36, , 27, 1, 9
2017/11/22, 55, 17, , 27, 1, 7
2017/11/23, 87, 23, , 19, , 6
2017/11/24, 44, 38, , 25, 1, 8
2017/11/25, 62, 44, , 25, 1, 10
2017/11/26, 102, 31, , 11, 1, 4
2017/11/27, 49, 26, , 20, , 7
2017/11/28, 50, 13, , 14, , 5
2017/11/29, 30, 22, , 17, 1, 5
2017/11/30, 50, 32, , 19, 1, 6
2017/12/1, 64, 26, , 19, 1, 7
2017/12/2, 59, 17, , 14, , 6
2017/12/3, 34, 19, , 11, 1, 5
2017/12/4, 37, 26, , 19, , 6
2017/12/5, 62, 26, , 17, 1, 5
2017/12/6, 63, 34, , 18, 1, 6
2017/12/7, 55, 38, , 20, 1, 8
2017/12/8, 68, 33, , 22, , 9
2017/12/9, 71, 22, , 13, , 5
2017/12/10, 45, 34, , 17, 1, 6
2017/12/11, 64, 32, , 18, 1, 7
2017/12/12, 69, 22, , 11, , 5
2017/12/13, 39, 28, , 20, 1, 6
2017/12/14, 61, 36, , 23, 1, 7
2017/12/15, 75, 43, , 28, 1, 10
2017/12/16, 88, 44, , 32, 1, 12
2017/12/17, 93, 30, , 18, 1, 7
2017/12/18, 48, 30, , 19, , 6
2017/12/19, 49, 32, , 21, , 7
2017/12/20, 70, 33, , 23, 1, 7
2017/12/21, 65, 48, , 28, , 10
2017/12/22, 56, 39, , 21, , 8
2017/12/23, 46, 33, , 16, , 5
2017/12/24, 38, 20, , 10, , 4
2017/12/25, 35, 25, , 9, , 4
2017/12/26, 41, 27, , 17, 1, 6
2017/12/27, 49, 24, , 16, 1, 5
2017/12/28, 47, 35, , 22, 1, 8
2017/12/29, 67, 28, , 24, 1, 8
2017/12/30, 56, 23, , 10, , 4
2017/12/31, 28, 8, , 9, , 4
2018/1/1, 29, 32, , 5, , 3
2017/8/6, 51, 22, , 17, 1, 6
2017/8/7, 58, 13, , 16, 1, 5
2017/8/8, 79, 1, , 36, 3, 14
2017/8/9, 76, 70, , 40, 2, 21
2017/8/10, 101, 63, , 33, 2, 13
2017/8/11, 52, 32, , 23, 2, 8
2017/8/12, 63, 30, , 23, 1, 7
2017/8/13, 16, 30, , 14, , 4
2017/8/15, 83, 45, , 23, 1, 7
2017/8/16, 28, 29, , 25, 1, 9
2017/8/17, 66, 39, , 26, 1, 11
2017/8/18, 32, 23, , 27, 1, 9
2017/8/19, 55, 41, , 30, 1, 14
2017/8/20, 45, 35, , 23, 1, 15
2017/8/21, 45, 25, , 18, 1, 11
2017/8/22, 46, 14, , 16, , 5
2017/8/23, 68, 24, , 20, 1, 7
2017/8/24, 79, 41, , 28, 1, 8
2017/8/25, 66, 39, , 26, 1, 8
2017/8/26, 90, 46, , 26, 1, 7
2017/8/27, 121, 43, , 38, 2, 13
2017/8/28, 98, 46, , 24, 2, 10
2017/8/29, 96, 48, , 30, 1, 8
2017/8/30, 107, 58, , 46, 2, 11
2017/8/31, 112, 69, , 45, 2, 14
2017/9/1, 38, 27, , 20, , 6
2017/9/2, 55, 23, , 19, 1, 6
2017/9/3, 77, 33, , 22, 1, 6
2017/9/4, 85, 32, , 23, 2, 6
2017/9/5, 114, 51, , 30, 1, 11
2017/9/6, 90, 67, , 32, 2, 11
2017/9/12, 115, 55, , 33, 2, 9
2017/9/13, 125, 54, , 36, 2, 9
2017/9/14, 117, 53, , 33, 2, 8
2017/9/15, 109, 71, , 40, 3, 11
2017/9/16, 123, 70, , 33, 2, 10
2017/9/17, 129, 47, , 27, 1, 7
2017/9/18, 135, 44, , 19, 1, 6
2017/9/19, 107, 37, , 25, 1, 6
2017/9/20, 117, 43, , 29, 2, 7
2017/9/21, 106, 55, , 29, 3, 8
2017/9/24, 132, 40, , 21, 4, 20
2017/9/25, 89, 28, , 10, 1, 8
2017/9/26, 89, 38, , 22, 1, 6
2017/9/27, 92, 45, , 27, 2, 7
2017/9/28, 106, 56, , 36, 2, 8
2017/9/29, 120, 53, , 33, 1, 8
2017/9/30, 63, 29, , 22, 1, 7
2017/10/1, 60, 25, , 21, , 8
2025/1/1, , 24, , 11, , 3
2025/1/17, , 19, , 20, , 6
2025/1/18, , 24, , 16, , 6
2025/1/19, , 23, , 15, , 6
2025/1/20, , 25, , 16, , 4
2025/1/21, , 25, , 17, , 4
2025/1/22, , 39, , 20, 1, 5
2025/1/23, , 23, , 22, , 5
2025/1/24, , 30, , 34, , 7
2025/1/25, , 22, , 23, , 6
2025/1/26, , 12, , 12, , 3
